timestamp,sensor_id,value,unit
2025-05-31 21:31:16.602874,temp1,25.343207233146885,?C
2025-05-31 21:31:16.602874,hum1,93.82452089867958,%RH
2025-05-31 21:31:16.602874,pres1,961.0938905038182,hPa
2025-05-31 21:31:16.602874,light1,0.0042836818542335,lx
2025-05-31 21:31:16.602874,airq1,296.7454859939271,AQI
2025-05-31 21:31:17.638192,temp1,25.89902452887263,?C
2025-05-31 21:31:17.638192,hum1,40.26914998617915,%RH
2025-05-31 21:31:17.638192,pres1,1048.8034312781433,hPa
2025-05-31 21:31:17.638192,light1,0.004772867667202,lx
2025-05-31 21:31:17.638192,airq1,294.978523502401,AQI
